"Tabela 7060 - IPCA - Variação mensal, acumulada no ano, acumulada em 12 meses e peso mensal, para o índice geral, grupos, subgrupos, itens e subitens de produtos e serviços (a partir de janeiro/2020)"
"Geral, grupo, subgrupo, item e subitem","Mês x Variável"
"Geral, grupo, subgrupo, item e subitem","janeiro 2020",,,,,,,,"fevereiro 2020",,,,,,,,"março 2020",,,,,,,,"abril 2020",,,,,,,,"maio 2020",,,,,,,,"junho 2020",,,,,,,,"julho 2020",,,,,,,,"agosto 2020",,,,,,,,"setembro 2020",,,,,,,,"outubro 2020",,,,,,,,"novembro 2020",,,,,,,,"dezembro 2020",,,,,,,,"janeiro 2021",,,,,,,,"fevereiro 2021",,,,,,,,"março 2021",,,,,,,,"abril 2021",,,,,,,,"maio 2021",,,,,,,,"junho 2021",,,,,,,,"julho 2021",,,,,,,,"agosto 2021",,,,,,,,"setembro 2021",,,,,,,,"outubro 2021",,,,,,,,"novembro 2021",,,,,,,,"dezembro 2021",,,,,,,,"janeiro 2022",,,,,,,,"fevereiro 2022",,,,,,,,"março 2022",,,,,,,,"abril 2022",,,,,,,,"maio 2022",,,,,,,,"junho 2022",,,,,,,,"julho 2022",,,,,,,,"agosto 2022",,,,,,,,"setembro 2022",,,,,,,,"outubro 2022",,,,,,,,"novembro 2022",,,,,,,,"dezembro 2022",,,,,,,,"janeiro 2023",,,,,,,,"fevereiro 2023",,,,,,,,"março 2023",,,,,,,,"abril 2023",,,,,,,,"maio 2023",,,,,,,,"junho 2023",,,,,,,,"julho 2023",,,,,,,,"agosto 2023",,,,,,,,"setembro 2023",,,,,,,,"outubro 2023",,,,,,,,"novembro 2023",,,,,,,,"dezembro 2023",,,,,,,,"janeiro 2024",,,,,,,,"fevereiro 2024",,,,,,,,"março 2024",,,,,,,,"abril 2024",,,,,,,,"maio 2024",,,,,,,,"junho 2024",,,,,,,,"julho 2024",,,,,,,,"agosto 2024",,,,,,,,"setembro 2024",,,,,,,,"outubro 2024",,,,,,,,"novembro 2024",,,,,,,,"dezembro 2024",,,,,,,,"janeiro 2025",,,,,,,,"fevereiro 2025",,,,,,,,"março 2025",,,,,,,,"abril 2025",,,,,,,,"maio 2025",,,,,,,,"junho 2025",,,,,,,,"julho 2025",,,,,,,,"agosto 2025",,,,,,,,"setembro 2025",,,,,,,,"outubro 2025",,,,,,,,"novembro 2025",,,,,,,,"dezembro 2025",,,,,,,,"janeiro 2026",,,,,,,,"fevereiro 2026",,,,,,,,"março 2026",,,,,,,,"abril 2026",,,,,,,,"maio 2026"
"Geral, grupo, subgrupo, item e subitem","Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil",,,,,,,,"Brasil"
"Geral, grupo, subgrupo, item e subitem","IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal",,"IPCA - Variação mensal",,"IPCA - Variação acumulada no ano",,"IPCA - Variação acumulada em 12 meses",,"IPCA - Peso mensal"
"Índice geral","0.21","%","0.21","%","...","","100.0000","%","0.25","%","0.46","%","...","","100.0000","%","0.07","%","0.53","%","...","","100.0000","%","-0.31","%","0.22","%","...","","100.0000","%","-0.38","%","-0.16","%","...","","100.0000","%","0.26","%","0.10","%","...","","100.0000","%","0.36","%","0.46","%","...","","100.0000","%","0.24","%","0.70","%","...","","100.0000","%","0.64","%","1.34","%","...","","100.0000","%","0.86","%","2.22","%","...","","100.0000","%","0.89","%","3.13","%","...","","100.0000","%","1.35","%","4.52","%","4.52","%","100.0000","%","0.25","%","0.25","%","4.56","%","100.0000","%","0.86","%","1.11","%","5.20","%","100.0000","%","0.93","%","2.05","%","6.10","%","100.0000","%","0.31","%","2.37","%","6.76","%","100.0000","%","0.83","%","3.22","%","8.06","%","100.0000","%","0.53","%","3.77","%","8.35","%","100.0000","%","0.96","%","4.76","%","8.99","%","100.0000","%","0.87","%","5.67","%","9.68","%","100.0000","%","1.16","%","6.90","%","10.25","%","100.0000","%","1.25","%","8.24","%","10.67","%","100.0000","%","0.95","%","9.26","%","10.74","%","100.0000","%","0.73","%","10.06","%","10.06","%","100.0000","%","0.54","%","0.54","%","10.38","%","100.0000","%","1.01","%","1.56","%","10.54","%","100.0000","%","1.62","%","3.20","%","11.30","%","100.0000","%","1.06","%","4.29","%","12.13","%","100.0000","%","0.47","%","4.78","%","11.73","%","100.0000","%","0.67","%","5.49","%","11.89","%","100.0000","%","-0.68","%","4.77","%","10.07","%","100.0000","%","-0.36","%","4.39","%","8.73","%","100.0000","%","-0.29","%","4.09","%","7.17","%","100.0000","%","0.59","%","4.70","%","6.47","%","100.0000","%","0.41","%","5.13","%","5.90","%","100.0000","%","0.62","%","5.79","%","5.79","%","100.0000","%","0.53","%","0.53","%","5.77","%","100.0000","%","0.84","%","1.37","%","5.60","%","100.0000","%","0.71","%","2.09","%","4.65","%","100.0000","%","0.61","%","2.72","%","4.18","%","100.0000","%","0.23","%","2.95","%","3.94","%","100.0000","%","-0.08","%","2.87","%","3.16","%","100.0000","%","0.12","%","2.99","%","3.99","%","100.0000","%","0.23","%","3.23","%","4.61","%","100.0000","%","0.26","%","3.50","%","5.19","%","100.0000","%","0.24","%","3.75","%","4.82","%","100.0000","%","0.28","%","4.04","%","4.68","%","100.0000","%","0.56","%","4.62","%","4.62","%","100.0000","%","0.42","%","0.42","%","4.51","%","100.0000","%","0.83","%","1.25","%","4.50","%","100.0000","%","0.16","%","1.42","%","3.93","%","100.0000","%","0.38","%","1.80","%","3.69","%","100.0000","%","0.46","%","2.27","%","3.93","%","100.0000","%","0.21","%","2.48","%","4.23","%","100.0000","%","0.38","%","2.87","%","4.50","%","100.0000","%","-0.02","%","2.85","%","4.24","%","100.0000","%","0.44","%","3.31","%","4.42","%","100.0000","%","0.56","%","3.88","%","4.76","%","100.0000","%","0.39","%","4.29","%","4.87","%","100.0000","%","0.52","%","4.83","%","4.83","%","100.0000","%","0.16","%","0.16","%","4.56","%","100.0000","%","1.31","%","1.47","%","5.06","%","100.0000","%","0.56","%","2.04","%","5.48","%","100.0000","%","0.43","%","2.48","%","5.53","%","100.0000","%","0.26","%","2.75","%","5.32","%","100.0000","%","0.24","%","2.99","%","5.35","%","100.0000","%","0.26","%","3.26","%","5.23","%","100.0000","%","-0.11","%","3.15","%","5.13","%","100.0000","%","0.48","%","3.64","%","5.17","%","100.0000","%","0.09","%","3.73","%","4.68","%","100.0000","%","0.18","%","3.92","%","4.46","%","100.0000","%","0.33","%","4.26","%","4.26","%","100.0000","%","0.33","%","0.33","%","4.44","%","100.0000","%","0.70","%","1.03","%","3.81","%","100.0000","%","0.88","%","1.92","%","4.14","%","100.0000","%","0.67","%","2.60","%","4.39","%","100.0000","%","0.58","%","3.20","%","4.72","%","100.0000","%"
"11.Alimentação no domicílio","0.20","%","0.20","%","...","","13.4813","%","0.06","%","0.26","%","...","","13.4791","%","1.40","%","1.66","%","...","","13.4540","%","2.24","%","3.94","%","...","","13.6323","%","0.33","%","4.28","%","...","","13.9796","%","0.45","%","4.75","%","...","","14.0788","%","0.14","%","4.89","%","...","","14.1072","%","1.15","%","6.10","%","...","","14.0739","%","2.89","%","9.17","%","...","","14.2030","%","2.57","%","11.97","%","...","","14.5185","%","3.33","%","15.70","%","...","","14.7640","%","2.12","%","18.15","%","18.15","%","15.1210","%","1.06","%","1.06","%","19.17","%","15.2330","%","0.28","%","1.34","%","19.42","%","15.3561","%","-0.17","%","1.17","%","17.57","%","15.2660","%","0.47","%","1.65","%","15.54","%","15.1014","%","0.23","%","1.88","%","15.43","%","15.1230","%","0.33","%","2.22","%","15.30","%","15.0322","%","0.78","%","3.02","%","16.04","%","15.0021","%","1.63","%","4.70","%","16.59","%","14.9764","%","1.19","%","5.95","%","14.66","%","15.0929","%","1.32","%","7.35","%","13.27","%","15.0962","%","0.04","%","7.39","%","9.66","%","15.1093","%","0.79","%","8.24","%","8.24","%","14.9750","%","1.44","%","1.44","%","8.64","%","14.9822","%","1.65","%","3.12","%","10.14","%","15.1159","%","3.09","%","6.30","%","13.73","%","15.2127","%","2.59","%","9.05","%","16.12","%","15.4317","%","0.43","%","9.53","%","16.36","%","15.6654","%","0.63","%","10.22","%","16.71","%","15.6583","%","1.47","%","11.84","%","17.50","%","15.6531","%","0.01","%","11.85","%","15.63","%","15.9960","%","-0.86","%","10.89","%","13.28","%","16.0603","%","0.80","%","11.78","%","12.70","%","15.9673","%","0.58","%","12.43","%","13.32","%","16.0008","%","0.71","%","13.23","%","13.23","%","16.0312","%","0.60","%","0.60","%","12.29","%","16.0436","%","0.04","%","0.64","%","10.51","%","16.0564","%","-0.14","%","0.50","%","7.04","%","15.9291","%","0.73","%","1.23","%","5.11","%","15.7948","%","0.00","%","1.24","%","4.66","%","15.8154","%","-1.07","%","0.15","%","2.88","%","15.7794","%","-0.72","%","-0.57","%","0.67","%","15.6221","%","-1.26","%","-1.82","%","-0.62","%","15.4905","%","-1.02","%","-2.83","%","-0.78","%","15.2589","%","0.27","%","-2.56","%","-1.30","%","15.0641","%","0.75","%","-1.83","%","-1.14","%","15.0709","%","1.34","%","-0.52","%","-0.52","%","15.1450","%","1.81","%","1.81","%","0.67","%","15.2618","%","1.12","%","2.95","%","1.76","%","15.4683","%","0.59","%","3.56","%","2.51","%","15.5138","%","0.81","%","4.40","%","2.59","%","15.5786","%","0.66","%","5.10","%","3.27","%","15.6455","%","0.47","%","5.59","%","4.89","%","15.6773","%","-1.51","%","3.99","%","4.05","%","15.7200","%","-0.73","%","3.23","%","4.60","%","15.4222","%","0.56","%","3.81","%","6.27","%","15.3142","%","1.22","%","5.08","%","7.28","%","15.3320","%","1.81","%","6.98","%","8.41","%","15.4337","%","1.17","%","8.23","%","8.23","%","15.6517","%","1.07","%","1.07","%","7.45","%","15.7518","%","0.79","%","1.87","%","7.10","%","15.8963","%","1.31","%","3.21","%","7.87","%","15.8140","%","0.83","%","4.06","%","7.88","%","15.9330","%","0.02","%","4.08","%","7.19","%","15.9947","%","-0.43","%","3.64","%","6.23","%","15.9550","%","-0.69","%","2.92","%","7.11","%","15.8488","%","-0.83","%","2.07","%","7.01","%","15.6993","%","-0.41","%","1.66","%","5.99","%","15.5881","%","-0.16","%","1.49","%","4.54","%","15.4509","%","-0.20","%","1.29","%","2.48","%","15.4121","%","0.14","%","1.43","%","1.43","%","15.3559","%","0.10","%","0.10","%","0.46","%","15.3291","%","0.23","%","0.34","%","-0.09","%","15.2947","%","1.94","%","2.29","%","0.53","%","15.2252","%","1.64","%","3.96","%","1.34","%","15.3837","%","1.65","%","5.68","%","2.99","%","15.5293","%"
"1101002.Arroz","1.31","%","1.31","%","...","","0.4753","%","1.00","%","2.33","%","...","","0.4806","%","1.60","%","3.96","%","...","","0.4842","%","3.88","%","8.00","%","...","","0.4915","%","2.01","%","10.17","%","...","","0.5121","%","2.74","%","13.19","%","...","","0.5244","%","2.20","%","15.69","%","...","","0.5377","%","3.08","%","19.25","%","...","","0.5474","%","17.98","%","40.69","%","...","","0.5630","%","13.36","%","59.48","%","...","","0.6596","%","6.28","%","69.50","%","...","","0.7412","%","3.84","%","76.01","%","76.01","%","0.7806","%","0.24","%","0.24","%","74.14","%","0.7995","%","-1.52","%","-1.29","%","69.80","%","0.7995","%","-2.13","%","-3.39","%","63.56","%","0.7805","%","-0.50","%","-3.87","%","56.67","%","0.7570","%","-1.14","%","-4.97","%","51.83","%","0.7506","%","-1.06","%","-5.97","%","46.21","%","0.7358","%","-2.35","%","-8.19","%","39.69","%","0.7243","%","-2.09","%","-10.11","%","32.68","%","0.7007","%","-0.97","%","-10.98","%","11.37","%","0.6803","%","-1.42","%","-12.24","%","-3.15","%","0.6661","%","-3.58","%","-15.38","%","-12.13","%","0.6486","%","-1.77","%","-16.88","%","-16.88","%","0.6195","%","-2.66","%","-2.66","%","-19.28","%","0.6042","%","0.14","%","-2.53","%","-17.92","%","0.5847","%","2.69","%","0.09","%","-13.88","%","0.5795","%","2.22","%","2.31","%","-11.53","%","0.5855","%","0.27","%","2.59","%","-10.27","%","0.5923","%","-0.76","%","1.81","%","-10.00","%","0.5910","%","-0.11","%","1.70","%","-7.93","%","0.5827","%","-0.42","%","1.27","%","-6.36","%","0.5863","%","-0.64","%","0.62","%","-6.05","%","0.5861","%","0.04","%","0.66","%","-4.66","%","0.5840","%","1.46","%","2.13","%","0.32","%","0.5809","%","3.77","%","5.98","%","5.98","%","0.5870","%","3.13","%","3.13","%","12.29","%","0.6053","%","1.91","%","5.10","%","14.27","%","0.6210","%","0.90","%","6.05","%","12.28","%","0.6277","%","0.36","%","6.43","%","10.24","%","0.6290","%","0.42","%","6.88","%","10.41","%","0.6274","%","-0.40","%","6.45","%","10.81","%","0.6287","%","-0.74","%","5.66","%","10.11","%","0.6270","%","1.14","%","6.86","%","11.84","%","0.6217","%","3.20","%","10.29","%","16.16","%","0.6272","%","2.99","%","13.58","%","19.59","%","0.6456","%","3.63","%","17.70","%","22.14","%","0.6634","%","5.81","%","24.54","%","24.54","%","0.6857","%","6.39","%","6.39","%","28.47","%","0.7214","%","3.69","%","10.32","%","30.72","%","0.7637","%","-0.90","%","9.33","%","28.39","%","0.7853","%","-1.93","%","7.21","%","25.46","%","0.7767","%","1.47","%","8.78","%","26.76","%","0.7590","%","2.25","%","11.23","%","30.13","%","0.7666","%","-0.51","%","10.66","%","30.44","%","0.7821","%","-0.95","%","9.61","%","27.74","%","0.7751","%","0.12","%","9.74","%","23.93","%","0.7682","%","-0.03","%","9.71","%","20.30","%","0.7655","%","-0.18","%","9.51","%","15.87","%","0.7610","%","-1.17","%","8.24","%","8.24","%","0.7565","%","-0.54","%","-0.54","%","1.19","%","0.7437","%","-1.61","%","-2.14","%","-3.99","%","0.7386","%","-1.81","%","-3.91","%","-4.87","%","0.7174","%","-4.19","%","-7.94","%","-7.06","%","0.7006","%","-4.00","%","-11.62","%","-12.07","%","0.6684","%","-3.23","%","-14.47","%","-16.77","%","0.6399","%","-2.89","%","-16.94","%","-18.77","%","0.6177","%","-2.61","%","-19.11","%","-20.13","%","0.5985","%","-2.14","%","-20.85","%","-21.93","%","0.5836","%","-2.49","%","-22.82","%","-23.86","%","0.5682","%","-2.86","%","-25.03","%","-25.90","%","0.5536","%","-2.04","%","-26.56","%","-26.56","%","0.5368","%","-1.55","%","-1.55","%","-27.30","%","0.5243","%","-2.36","%","-3.87","%","-27.86","%","0.5144","%","-0.30","%","-4.16","%","-26.75","%","0.4988","%","2.53","%","-1.73","%","-21.61","%","0.4930","%","1.74","%","-0.02","%","-16.92","%","0.5019","%"
